"com.Joyhonest+Wifi_Camera", 232
"com.pushwoosh+pushwoosh", 229
"com.sensorsdata.analytics.android+SensorsAnalyticsSDK", 225
"ru.mail+libnotify-debug", 224
"com.flybits.v3+push", 224
"com.stefanosiano.powerful_libraries+sama", 224
"com.tencent.map+tencent-map-nav-sdk", 223
"com.cosmos.mediax+effect", 220
"com.instabug.library+instabug-bug", 218
"com.instabug.library+instabug-chat", 217
"com.mapbox.mapboxsdk+mapbox-android-sdk", 216
"com.bytedance.ttgame+optional_old_thanos_demo_CnToutiaoRelease", 208
"com.eaglesakura+army-knife-junit", 208
"com.bytedance.ttgame+optional_new_thanos_demo_CnToutiaoRelease", 208
"com.appsflyer+af-android-sdk-beta", 205
"com.instabug.library+instabug-features-request", 199
"com.gaadi.library+Neon", 196
"com.applozic.communication.message+mobicomkit", 193
"com.amazonaws+aws-android-sdk-kinesis", 191
"com.amazonaws+aws-android-sdk-cloudwatch", 191
"com.amazonaws+aws-android-sdk-ec2", 191
"com.mobgame+mobGameSDK", 191
"com.amazonaws+aws-android-sdk-ddb", 191
"com.qianmi.ares.adminapp+rn", 191
"com.amazonaws+aws-android-sdk-sqs", 191
"com.amazonaws+aws-android-sdk-ddb-mapper", 191
"com.amazonaws+aws-android-sdk-sns", 191
"com.amazonaws+aws-android-sdk-sdb", 191
"com.amazonaws+aws-android-sdk-s3", 191
"com.amazonaws+aws-android-sdk-core", 191
"com.amazonaws+aws-android-sdk-ses", 191
"com.tenqube.visual_scraper+scraping", 188
"com.amazonaws+aws-android-sdk-machinelearning", 184
"com.amazonaws+aws-android-sdk-lambda", 184
"com.bihe0832.android+common-test", 184
"io.scanbot+sdk-package-1", 182
"ru.surfstudio.android+recycler-decorator", 182
"androidx.databinding+viewbinding", 181
"com.amazonaws+aws-android-sdk-apigateway-core", 181
"io.scanbot+sdk-base", 180
"com.android.databinding+viewbinding", 179
"ru.surfstudio.android+recycler-decorator-easyadapter", 179
"io.scanbot+sdk-package-2", 179
"co.chatsdk.chatsdk+chat-sdk-firebase-adapter", 178
"com.stripe+stripe-android", 177
"co.chatsdk.chatsdk+chat-sdk-core", 177
"co.chatsdk.chatsdk+chat-sdk-firebase-file-storage", 177
"io.branch.sdk.android+library", 176
"co.chatsdk.chatsdk+chat-sdk-ui", 175
"com.amazonaws+aws-android-sdk-kms", 173
"io.sentry+sentry-android", 173
"com.amazonaws+aws-android-sdk-iot", 172
"com.github.powyin+scroll", 172
"im.actor+android-google-maps", 170
"com.amazonaws+aws-android-sdk-cognitoidentityprovider", 169
"io.intercom.android+intercom-sdk", 169
"me.listenzz+navigation", 169
"com.bytedance.ttgame+react-native", 168
"com.tradplusad+tradplus-facebook", 168
"com.tencent.map+tencent-map-vector-sdk", 166
"embrace-io+embrace-android-sdk", 165
"com.kakao.sdk+push", 165
"com.github.LuckSiege.PictureSelector+picture_library", 164
"com.moengage+moe-android-sdk", 164
"com.netease.nimlib+nrtc", 163
"com.kakao.sdk+util", 160
"embrace-io+embrace-android-okhttp3", 160
"com.mercadopago.android+testlib", 160
"com.github.CarGuo.GSYVideoPlayer+gsyVideoPlayer-java", 159
"com.github.CarGuo.GSYVideoPlayer+gsyVideoPlayer", 159
"com.github.CarGuo.GSYVideoPlayer+gsyVideoPlayer-armv64", 159
"com.github.CarGuo.GSYVideoPlayer+gsyVideoPlayer-armv5", 159
"com.github.CarGuo.GSYVideoPlayer+gsyVideoPlayer-ex_so", 159
"com.github.CarGuo.GSYVideoPlayer+gsyVideoPlayer-armv7a", 159
"com.github.CarGuo.GSYVideoPlayer+gsyVideoPlayer-exo_player2", 159
"com.mercadopago.android.px+services", 159
"com.sendbird.sdk+sendbird-android-sdk", 158
"com.amazonaws+aws-android-sdk-polly", 157
"com.wrld+android-sdk", 157
"com.amazonaws+aws-android-sdk-lex", 157
"com.netease.nimlib+avchat", 156
"com.netease.nimlib+basesdk", 156
"com.amazonaws+aws-android-sdk-pinpoint", 156
"io.intercom.android+intercom-sdk-base", 155
"com.couchbase.lite+couchbase-lite-android-sqlite-default", 155
"com.szkingdom+keyboard-stock-search", 154
"com.amazonaws+aws-android-sdk-rekognition", 154
"com.netease.nimlib+lucene", 154
"com.flybits.v3+concierge", 153
"com.bihe0832.android+lib-download", 150
"com.github.kongzue.DialogX+DialogX", 148
"com.github.kongzue.DialogX+DialogXIOSStyle", 148
"com.amazonaws+aws-android-sdk-mobileanalytics", 147
"com.amazonaws+aws-android-sdk-cognitoauth", 147
"com.amazonaws+aws-android-sdk-ddb-document", 147
"embrace-io+embrace-android-volley", 146
"com.amazonaws+aws-android-sdk-cognito", 146
"com.nu-art-software.cyborg+cyborg-google-analytics", 146
"com.nu-art-software.cyborg+logcat-viewer-android", 146
"com.voxeet.sdk+kernel", 145
"io.openmobilemaps+mapscore-dev", 143
"com.amazonaws+aws-android-sdk-auth-google", 143
"com.amazonaws+aws-android-sdk-auth-ui", 143
"com.amazonaws+aws-android-sdk-auth-userpools", 143
"com.amazonaws+aws-android-sdk-auth-facebook", 143
"com.amazonaws+aws-android-sdk-auth-core", 143
"io.github.wonderandroid+common", 141
"com.pushwoosh+pushwoosh-experimental", 140
"ru.surfstudio.android+permission", 140
"threads.core+api", 140
"com.github.Trendyol.android-ui-components+dialogs", 140
"com.github.li-xiaojun+XPopup", 140
"com.pushwoosh+pushwoosh-location", 140
"com.pushwoosh+pushwoosh-amazon", 138
"ru.surfstudio.android+core-navigation", 138
"com.mikepenz+fastadapter", 138
"com.binding+model", 138
"fm.feed.android+player-sdk", 137
"com.twilio+video-android", 137
"com.jb.smartkit.smartdatabase+smartdatabase", 136
"com.amazonaws+aws-android-sdk-mobile-client", 136
"com.amazonaws+aws-android-sdk-kinesisvideo", 135
"com.braintreepayments.api+braintree", 135
"org.wso2.carbon+SecVerifier", 134
"com.netease.nimlib+push", 132
"ru.surfstudio.android+navigation", 131
"ru.surfstudio.android+navigation-observer", 131
"com.inlocomedia.android+android-sdk-location", 131
"com.inlocomedia.android+android-sdk-core", 131
"com.inlocomedia.android+android-sdk-ads", 131
"ru.surfstudio.android+navigation-rx", 131
"com.hippochatx+hippo", 129
"com.yunkeshuzhi+library", 129
"com.amazonaws+aws-android-sdk-logs", 129
"com.bihe0832.android+lib-float-view", 128
"com.hippochatx+hippocall", 128
"com.theneura+android-sdk", 126
"com.voxeet.sdk+media", 126
"com.bihe0832.android+lib-file-select", 126
"com.bihe0832.android+lib-permission", 126
"io.scanbot+sdk-package-3", 126
"com.lyb.besttimer+pluginwidget", 124
"com.amazonaws+aws-android-sdk-transcribe", 124
"com.amazonaws+aws-android-sdk-translate", 123
"io.intercom.android+intercom-sdk-fcm", 123
"dev.skomlach+biometric-api", 123
"com.amazonaws+aws-android-sdk-comprehend", 123
"com.segway.robot+base-connectivity-sdk", 123
"com.segway.robot+mobile-connectivity-sdk", 123
"org.wso2.carbon+Axis2SampleService", 122
"com.braintreepayments.api+data-collector", 122
"com.cnlive.module+common", 121
"org.apache.axis2+version", 121
"com.github.pedroSG94.rtmp-rtsp-stream-client-java+rtplibrary", 121
"com.github.pedroSG94.rtmp-rtsp-stream-client-java+rtsp", 121
"com.facebook.android+facebook-android-sdk", 121
"com.github.pedroSG94.rtmp-rtsp-stream-client-java+rtmp", 121
"com.github.pedroSG94.rtmp-rtsp-stream-client-java+encoder", 121
"com.vonage+webrtc", 120
"android.library+util", 118
"com.mixpanel.android+mixpanel-android", 118
"com.amazonaws+aws-android-sdk-kinesisvideo-archivedmedia", 118
"com.taboola+android-sdk-beta", 117
"com.adups.iot+fotalibs2", 116
"com.xiledsystems+aal_game_circle_sdk", 116
"com.github.netless-io+whiteboard-android", 115
"io.sentry+sentry-android-ndk", 115
"com.zhousf.lib+okhttp3", 115
"com.jey_dev+JeYLibrary-view", 114
"com.flybits.concierge+smart-rewards", 114
"com.voximplant+voximplant-sdk", 114
"com.myadsget+san-sdk", 113
"com.kakao.sdk+network", 113
"com.zoyi.channel+plugin-android-fcm", 112
"com.github.pandulapeter.beagle+internal-common", 112
"com.altamob+sdk", 112
"com.github.febialfarabi+alfalibs", 112
"com.cnlive.module+shop", 110
"io.scanbot+sdk-core", 109
"com.asus.arserverapi+arserverapi", 108
"abbi.io+abbisdk", 108
"com.paypal.retail+here-sdk-debug", 107
"com.tradplusad+tradplus-china_plugin", 107
"com.nu-art-software.cyborg+cyborg-x", 107
"io.radar+sdk", 107
"com.xiledsystems+aal_amazon_game_circle", 106
"com.xiledsystems+aal_amazon_ads", 106
"com.xiledsystems+aal_game_engine", 106
"io.airbridge+sdk-android", 102
"com.facebook.flipper+flipper", 102
"com.datayes.iia+module-common", 102
"me.tiamosu+fly-http", 102
"com.amplitude+android-sdk", 101
"com.facebook.flipper+flipper-network-plugin", 101
"com.facebook.flipper+flipper-fresco-plugin", 101
"com.twilio+voice-android", 101
"com.bihe0832.android+lib-notification", 101
"com.facebook.flipper+flipper-leakcanary-plugin", 100
"com.facebook.flipper+flipper-litho-plugin", 100
"com.facebook.flipper+flipper-noop", 100
"com.paypal.retail+here-sdk-release", 100
"com.voxeet.sdk+push", 100
"io.straas.android.sdk+straas-messaging", 100
"com.amplifyframework+aws-datastore", 99
"tenqube.parser+sms-parser", 99
"com.amplifyframework+aws-analytics-pinpoint", 99
"io.straas.android.sdk+straas-messaging-ui", 99
"com.amplifyframework+aws-api", 99
"com.amplifyframework+aws-storage-s3", 99
"com.u2be+commview", 99
"io.imqa+imqa-mpm-client", 98
"io.scanbot+scanbot-sdk-ui-base", 97
"io.scanbot+scanbot-sdk-base", 97
"io.scanbot+sdk-core-sap", 97
"io.scanbot+scanbot-sdk-barcode", 97
"io.scanbot+sdk-core-barcode", 97
"io.scanbot+scanbot-sdk-ui-barcode", 97
"com.amplifyframework+aws-auth-cognito", 96
"com.amplifyframework+aws-predictions-tensorflow", 96
"com.fox.one+pay", 96
"com.amplifyframework+aws-predictions", 96
"com.pyamsoft.pydroid+loader", 96
"com.pyamsoft.pydroid+util", 96
"com.airbnb.android+epoxy", 96
"com.hippochat+hippocall", 95
"com.hippochat+hippo", 95
"com.revenuecat.purchases+purchases", 95
"org.unfoldingword.tools+door43-client", 95
"com.bihe0832.android+common-data-center", 95
"com.amplifyframework+aws-api-appsync", 94
"com.bihe0832.android+common-image", 94
"com.paypal.android.sdk+paypal-one-touch", 93
"com.fox.one+cloud", 93
"com.paypal.android.sdk+data-collector", 93
"com.google.android.filament+gltfio-android", 92
"com.plusot.sensez+sensez", 92
"com.kk.taurus.playerbase+PlayerBase", 92
"com.github.turasa+signal-service-android", 92
"com.github.tamsiree.RxTool+RxKit", 92
"com.creditease+netspylib", 91
"io.gleap+gleap-android-sdk", 91
"com.cz.widget+library", 91
"com.fillr+fillrcore", 91
"com.facebook.flipper+flipper-leakcanary2-plugin", 91
"com.zing.zalo.zalosdk+analytics", 91
"com.appnexus.opensdk+appnexus-sdk", 90
"com.yoti.mobile.android.common.ui+ui-widgets", 90
"com.zing.zalo.zalosdk+auth", 89
"lat.trust.trustdemo+trusttrifles", 89
"com.appsflyer+af-android-sdk", 89
"io.github.anderscheow+android-library", 89
"com.mesibo.api+ui", 89
"com.anagog.jedai+debugging", 89
"com.github.goweii.AnyLayer+anylayer-effect", 89
"me.proton.core+auth-data", 88
"fr.bowo.widgetcatalog+library_bowowidgetcatalog", 88
"com.appnexus.opensdk.mediatedviews+appnexus-facebook-mediation", 87
"com.yingt.business+yingt-me", 87
"androidx.databinding+databinding-ktx", 87
"org.dbtools+dbtools-android", 87
"com.bugsnag+bugsnag-android-ndk", 87
"com.mesibo.api+callui", 87
"org.xutils+xutils", 87
"com.github.wordpress-mobile.WordPress-Aztec-Android+aztec", 86
"com.fillr+fillr-browser-sdk", 86
"com.algolia+instantsearch-android", 86
"com.github.wordpress-mobile.WordPress-Aztec-Android+glide-loader", 86
"io.straas.android.sdk+straas-streaming", 85
"com.urbanairship.android+urbanairship-fcm", 84
"com.szkingdom.tcphq+stock-tcp-hq", 84
"com.sambatech.player+sdk-android", 84
"com.github.bijoysingh+android-basics", 84
"org.dbtools+dbtools-room-sqliteorg", 84
"org.jetbrains.compose.runtime+runtime-dispatch-android-debug", 84
"org.jetbrains.compose.runtime+runtime-dispatch-android", 84
"androidx.fragment+fragment", 83
"com.airbnb.android+lottie", 83
"com.novoda+download-manager", 83
"li.vin+vinli-android-sdk", 83
"org.dbtools+dbtools-room-jdbc", 83
"androidx.fragment+fragment-ktx", 83
"com.instana+android-agent-runtime", 83
"com.urbanairship.android+urbanairship-adm", 83
"com.facebook.flipper+flipper-retrofit2-protobuf-plugin", 82
"com.facebook.android+audience-network-sdk", 82
"ly.kite+kite-print-sdk", 82
"com.nerdscorner.mvp+events", 81
"ch.admin.bag.covidcertificate+sdk-android", 81
"com.zxjtinin.protocol+framework-protocol-http", 81
"com.google.android.filament+gltfio-android-lite", 81
"me.henrytao+smooth-app-bar-layout", 81
"com.imobilis.sketch2dframework+sketch2dframework", 80
"appice.io.android+sdk", 80
"com.mapbox.mapboxsdk+mapbox-android-navigation", 80
"com.adjust.sdk+adjust-android", 79
"com.immomo.momomedia+effect", 79
"androidx.core+core-ktx", 78
"com.anagog.jedai+lambda", 78
"io.grpc+grpc-android", 78
"com.github.weliem+blessed-android", 78
"com.peer5.android+sdk", 77
"com.liveh2h+h2h-video-conference", 77
"com.zing.zalo.zalosdk+authext", 77
"com.authme+authme-sdk-ocr-ui", 77
"com.scandit.datacapture+barcode", 77
"com.npaw.youbora.adapters+exoplayer2-adapter", 77
"com.authme+authme-sdk-ui", 77
"androidx.fragment+fragment-testing", 77
"com.zing.zalo.zalosdk+openapi", 77
"com.auth0.android+lock", 77
"com.authme+authme-sdk-ocr", 77
"com.authme+authme-sdk-core", 77
"org.whispersystems+signal-service-android", 76
"com.xuyi+kernel", 76
"com.sensorberg.sdk+android-sdk", 76
"com.mapbox.mapboxsdk+mapbox-android-navigation-ui", 75
"app.rive+rive-android", 75
"com.amazonaws+aws-android-sdk-sagemaker-runtime", 75
"io.sentry+sentry-android-okhttp", 75
"com.amazonaws+aws-android-sdk-textract", 75
"io.getstream+stream-chat-android-ui-components", 74
"com.airbnb.android+epoxy-databinding", 74
"me.proton.core+human-verification-data", 74
"com.onradar+sdk", 74
"io.getstream+stream-chat-android-client", 74
"io.getstream+stream-chat-android-offline", 74
"com.amazonaws+aws-android-sdk-connect", 74
"io.openmobilemaps+layer-gps-dev", 74
"com.facebook.android+facebook-messenger", 73
"com.lifecycle+binding", 73
"com.urbanairship.android+urbanairship-sdk", 73
"ru.surfstudio.android+google-pay-button", 73
"com.adups.iot+iot_libs", 73
"tv.ismar.account+account", 73
"com.facebook.android+facebook-common", 73
"ly.warp+warply-android-sdk", 73
"io.envoyproxy.envoymobile+envoy", 73
"com.facebook.android+facebook-login", 73
"com.facebook.android+facebook-applinks", 73
"com.hippochat+hippoagentsdk", 73
"com.facebook.android+facebook-share", 73
"com.facebook.android+facebook-core", 72
"com.google.firebase+firebase-messaging", 72
"com.altimedia.cloud+ui-client", 72
"com.adups.iot+iot_download_libs", 72
"com.toast.android+toast-common", 72
"io.straas.android.sdk+straas-streaming-base", 72
"com.toast.android+toast-core", 72
"com.toast.android+toast-sdk", 72
"com.toast.android+toast-logger", 72
"com.appspiriment.android+baseclasses", 72
"com.github.qydq+bear", 71
"com.budiyev.android+image-loader", 71
"com.ensoft-dev.restafari+restafari", 71
"ly.img.android.sdk.ui.mobile_ui+all", 71
"com.bugfender.sdk+android", 71
"ly.img.android.sdk.assets+font-text-design", 71
"ly.img.android.sdk.ui.mobile_ui+transform", 71
"ly.img.android.sdk.operation+camera", 71
"ly.img.android.sdk.ui.mobile_ui+filter", 71
"ly.img.android.sdk.operation+overlay", 71
"ly.img.android.sdk.operation+photo-core", 71
"ly.img.android.sdk.assets+filter-basic", 71
"ly.img.android.sdk.ui.mobile_ui+frame", 71
"ly.img.android.sdk+core", 71
"ly.img.android.sdk.ui.mobile_ui+text", 71
"com.github.yellowcath+VideoProcessor", 71
"ly.img.android.sdk.operation+abstract-sticker", 71
"ly.img.android.sdk.operation+frame", 71
"ly.img.android.sdk.ui.mobile_ui+sticker", 71
"ly.img.android.sdk.ui.mobile_ui+camera", 71
"ly.img.android.sdk.operation+sticker", 71
"com.appnexus.opensdk.mediatedviews+appnexus-smartadserver-mediation", 71
"ly.img.android.sdk.ui.mobile_ui+video-main", 71
"ly.img.android.sdk.operation+text-design", 71
"ly.img.android.sdk.assets+overlay-basic", 71
"ly.img.android.sdk.operation+brush", 71
"ly.img.android.sdk.operation+focus", 71
"ly.img.android.sdk.ui.mobile_ui+focus", 71
"com.instanect.aks-mvp+aks-mvp", 71
"ly.img.android.sdk.ui.mobile_ui+adjustment", 71
"ly.img.android.sdk.assets+sticker-emoticons", 71
"com.kk.taurus.playerbase+playerbase", 71
"ly.img.android.sdk.assets+font-basic", 71
"ly.img.android.sdk.ui.mobile_ui+overlay", 71
"org.mozilla.deepspeech+libdeepspeech", 71
"ly.img.android.sdk.operation+video-core", 71
"ly.img.android.sdk.ui.mobile_ui+brush", 71
"com.scandit.datacapture+parser", 71
"ly.img.android.sdk.assets+frame-basic", 71
"ly.img.android.sdk.ui.mobile_ui+text-design", 71
"net.veloxity.sdk+veloxitysdk", 71
"ly.img.android.sdk.operation+text", 71
"ly.img.android.sdk.operation+adjustment", 71
"ly.img.android.sdk.ui.mobile_ui+photo-main", 71
"ly.img.android.sdk.assets+sticker-shapes", 71
"ly.img.android.sdk.ui.mobile_ui+video-trim", 71
"ly.img.android.sdk.operation+filter", 71
"com.google.firebase+firebase-analytics", 70
"com.github.testpress+core", 70
"com.github.HuanTanSheng+EasyPhotos", 70
"io.getstream+stream-chat-android-ui-common", 70
"com.google.android.exoplayer+exoplayer-core", 70
"com.google.android.gms+play-services-ads", 70
"com.shakebugs+shake-staging", 70
"com.appnexus.opensdk+appnexus-instreamvideo", 70
"com.getbouncer+cardscan", 70
"ly.img.android.sdk.ui.mobile_ui+core", 70
"ly.img.android.sdk+serializer", 70
"io.uniflow+uniflow-android-test", 70
"io.imqa+imqa-crash-client", 70
"com.google.android.exoplayer+exoplayer-smoothstreaming", 70
"com.kakao.sdk+v2-template", 69
"com.jackiepenghe+baselibrary", 69
"com.github.testpress+exam", 69
"tech.skot+model-android", 69
"com.kakao.sdk+v2-user-rx", 69
"com.bandyer+core_av", 69
"com.kakao.sdk+v2-story-rx", 69
"androidx.activity+activity-ktx", 69
"com.uama.widget+image-factory", 69
"com.onfido.sdk.capture+onfido-capture-sdk", 69
"androidx.activity+activity", 69
"com.bihe0832.android+lib-download-install", 69
"com.apptimize.segment+apptimize-segment-integration", 69
"com.citrus.sdk+payment-sdk", 69
"com.kakao.sdk+message-template", 68
"com.github.qydq+livery", 68
"com.airbnb.android+epoxy-paging", 68
"com.bandyer+bandyer-android-sdk", 68
"com.yodo1+advert-cn", 68
"cn.ransj.rn+react-native", 68
"net.mamoe+mirai-core-android-debug", 68
"com.alibaba.android+tangram", 68
"com.braintreepayments.api+drop-in", 68
"com.ibm.mobile.foundation+ibmmobilefirstplatformfoundation", 67
"me.proton.core+account-manager-dagger", 67
"org.archtree+archtree-viewmodel", 67
"me.proton.core+account-manager-data", 67
"net.time4j+time4j-android", 67
"com.google.dagger+dagger-android", 67
"me.proton.core+account-manager", 67
"me.proton.core+account-manager-presentation", 67
"com.segment.analytics.android+analytics", 67
"com.appnexus.opensdk.mediatedviews+appnexus-mopub-mediation", 67
"com.zaze.aarrepo+aarrepo", 67
"com.plaid.link+sdk-core", 67
"androidx.compose.material+material-icons-core", 66
"com.groobee.message+groobee-sdk-message", 66
"com.toast.android+toast-unity-core", 66
"com.algolia+algoliasearch-android", 66
"com.github.Merseyside.mersey-android-library+adapters", 66
"com.dailystudio+devbricksx-camera", 66
"androidx.compose.foundation+foundation", 66
"com.instabug.library+instabug-apm", 66
"androidx.compose.ui+ui-text", 66
"com.instabug.library+instabug-apm-okhttp-interceptor", 66
"com.toast.android+toast-unity-logger", 66
"com.ddq+lib", 66
"com.ddq+net", 66
"com.appnexus.opensdk.mediatedviews+appnexus-amazon-mediation", 66
"io.github.raamcosta.compose-destinations+core", 66
"androidx.compose.ui+ui-util", 66
"androidx.compose.material+material-icons-extended", 66
"com.github.Merseyside.mersey-android-library+utils", 66
"com.xiledsystems+aal_control", 66
"org.archtree+archtree-builder", 66
"androidx.compose.runtime+runtime-rxjava2", 66
"com.bazaarvoice.bvandroidsdk+location", 66
"androidx.compose.runtime+runtime", 66
"com.telenor.connect+connect-android-sdk", 66
"com.urbanairship.android+urbanairship-preference", 66
"androidx.compose.ui+ui", 66
"androidx.compose.runtime+runtime-livedata", 66
"com.google.dagger+dagger-android-support", 65
"me.proton.core+user", 65
"me.proton.core+user-data", 65
"com.github.AriesHoo.UIWidget+widget-core", 65
"com.github.yyued+SVGAPlayer-Android", 65
"com.nu-art-software.cyborg+automation-agent", 65
"br.com.taqtile.android+checkboxes", 65
"com.nu-art-software.cyborg+automation", 65
"com.wootric+wootric-sdk-android", 65
"androidx.compose.ui+ui-viewbinding", 65
"com.testfairy.ndk+testfairy-android-ndk", 65
"br.com.taqtile.android+buttons", 65
"com.mdlive.mdla+libFrozenMountain", 64
"com.microsoft.aad+adal", 64
"com.xamoom.android+xamoomsdk", 64
"io.sentry+sentry-android-fragment", 64
"com.yandex.android+mobileads", 64
"org.archtree+archtree-action", 64
"com.ipsmap+ips-location", 64
"com.amazonaws+aws-android-sdk-connectparticipant", 64
"tv.ismar.pay+ismartvpay", 64
"com.console.game.sdk+core", 63
"org.archtree+archtree-list", 63
"com.github.dipankar08+quick-android", 63
"com.toast.android+toast-iap-core", 63
"com.microsoft.design+fluent-system-icons", 63
"com.kakao.sdk+v2-story", 63
"com.kakao.sdk+v2-partner-user-rx", 63
"com.bugsnag+bugsnag-plugin-android-anr", 63
"dk.nodes.nstack+nstack-kotlin", 63
"com.toast.android+toast-iap-google", 63
"com.bugsnag+bugsnag-plugin-android-ndk", 63
"com.koushikdutta.async+androidasync", 63
"com.kakao.sdk+v2-partner-user", 63
"com.kakao.sdk+v2-user", 63
"com.razorpay+checkout", 63
"com.amazonaws+aws-android-sdk-kinesisvideo-signaling", 63
"org.xdty.phone.number+phone-number", 63
"nu.annat.android+beholder", 63
"com.koushikdutta.ion+ion", 63
"com.google.firebase+firebase-ads", 62
"com.github.michael-rapp+android-util", 62
"androidx.navigation+navigation-ui-ktx", 62
"androidx.navigation+navigation-fragment", 62
"androidx.navigation+navigation-common-ktx", 62
"androidx.navigation+navigation-ui", 62
"androidx.navigation+navigation-fragment-ktx", 62
"com.tencent.liteav+LiteAVSDK_TRTC", 62
"me.proton.core+payment-presentation", 62
"me.proton.core+payment", 62
"com.tencent.liteav+LiteAVSDK_Professional", 62
"com.google.android.gms+play-services-ads-lite", 62
"me.proton.core+key-data", 62
"me.proton.core+payment-data", 62
"com.github.xiaohaibin+XBanner", 62
"me.proton.core+network", 62
"androidx.navigation+navigation-runtime", 62
"androidx.navigation+navigation-common", 62
"androidx.navigation+navigation-runtime-ktx", 62
"me.proton.core+test-android-instrumented", 62
"com.cloudrail+cloudrail-si-android", 62
"com.paytabs+payment-sdk", 62
"com.onfido.sdk.capture+onfido-capture-sdk-core", 61
"com.evernote+android-job", 61
"com.glucome+GlucomeSDKNetwork", 61
"com.tencent.tav+libpag", 61
"com.urbanairship.android+urbanairship-ads-identifier", 61
"me.proton.core+network-data", 61
"io.scanbot+sdk-barcode-assets", 61
"com.github.florent37+singledateandtimepicker", 60
"org.pulp+fastapi", 60
"com.moengage+moengagesdk", 60
"ly.img.android.sdk+config-loader", 60
"com.bihe0832.android+lib-image", 60
"com.mopub.mediation+applovin", 60
